Time,Activity,Pain,Gain,ActivityTime
8:30:00 AM,ล้างจาน,มือเปื่อย,จานสะอาด,Morning
8:30:00 AM,กินกาแฟ all cafe+ ครัวซอง,"ง่วง,หิว","ตาสว่าง,อิ่มท้อง",Morning
8:30:00 AM,เริ่มทำงาน,,,Morning
8:30:00 AM,ซื้อข้าวเหนียวไก่ปิ้งหน้าตึกที่ทำงาน,ช่วงเช้าเป็นช่วงเร่งรีบ กินข้าวไม่ทัน,ขึ้นไปแสกนนิ้วทัน,Morning
8:30:00 AM,ตื่นรอบที่ 2,ต้องตื่น เพราะต้องเรียน,ตื่นแล้ว ได้สติกลับมา,Morning
8:30:00 AM,ตื่นนอน,,สดชื่น,Morning
8:30:00 AM,เริ่มทำงาน,จิตใจห่อเหี่ยว,ได้เคลียร์งานตามหน้าที่และความรับผิดชอบ,Morning
8:30:00 AM,เช็ดทำความสะอาดโต๊ะ,ขี้เกียจทำ,โต๊ะทำงานสะอาด น่าทำงาน ,Morning
8:30:00 AM,ตื่นนอน,ง่วงนอน,,Morning
8:30:00 AM,Start working,- Stress and sometimes unable to have a breakfast,- สมองแล่น,Morning
8:30:00 AM,ตื่นนอน,นอนยังไม่พอ อยากนอนต่อ,รู้สึกได้พักผ่อน,Morning
8:30:00 AM,รถมารับไปที่เล่น sup board,,,Morning
8:30:00 AM,เปลี่ยนสาย BTS ,คนแน่น,กะเวลาได้,Morning
8:30:00 AM,เช็คอีเมล,กังวล งานเยอะ,วางแผนงานได้,Morning
8:30:00 AM,Garden,Idle stand in each area,,Morning
8:30:00 AM,ซื้อกาแฟไปดื่มที่ทำงาน,ง่วง ไม่มีอารมณ์ทำงาน,กระตุ้นให้หายง่วง มีแรงทำงาน,Morning
8:30:00 AM,Shower,,Relax and clean,Morning
8:30:00 AM,ประชุมกับแผนก maintenance support,ง่วง,ได้อัพเดตข่าวสารของโรงงาน,Morning
8:30:00 AM,อาบน้ำ,สายแล้วต้องรีบอาบน้ำ,สะอาดสดชื่น ตื่นเต็มที่,Morning
8:30:00 AM,เริ่มทำงานประจำ,ถ้ามีประชุมตอนเช้า จะกินข้าวไม่ทัน,ถ้าไม่มีประชุมตอนเช้า จะมีเวลาติดตามงานที่ค้างและวางแผนงานประจำวันนี้และวันถัดๆไป,Morning
8:30:00 AM,Dry clothes,Get sweating,To finish task,Morning
8:30:00 AM,ชงกาแฟ,,"ได้กลิ่นหอม, รู้สึกตื่นตัว",Morning
8:30:00 AM,Drive a car to workplace,Bad traffic,Comfortable personal car,Morning
8:30:00 AM,ดูแผนตู้เข้า,แผนมาช้ากว่าตู้,ได้ออกกำลังกายเดินไปตามงาน,Morning
8:30:00 AM,Update ข่าว บน Social ผ่าน Facebook,มือถือแบตหมด,ทันข่าวสาร,Morning
8:35:00 AM,อาบน้ำ,ยังอยากนอนต่อ,สดชื่น+สะอาด,Morning
8:35:00 AM,ทำความสะอาดบ้าน,เหนื่อย เมื่อย,สะอาดขึ้น,Morning
8:35:00 AM,Take a bath and preparing to go to work,,,Morning
8:35:00 AM,อาบน้ำ,,สดชื่นต้อนรับวันใหม่,Morning
8:35:00 AM,เริ่มทำงาน อ่าน e-mail,ขี้เกียจอ่านเมล์ เพราะเมล์เยอะ,ได้รู้ความคืบหน้าของงาน,Morning
8:35:00 AM,ล้างจาน,จานเลอะเทอะ,บ้านสะอาด,Morning
8:35:00 AM,Check Email,,ติดตามปัญหา,Morning
8:40:00 AM,นั่งกินข้าวตรงโซน kitchen,กินตรงโต๊ะทำงานจะทำให้ส่งกลิ่น,ไม่รบกวนคนอื่นได้กินอย่างสบายใจ,Morning
8:40:00 AM,ไปซื้อของกินที่ 7-11,หิว,มีพลังงานก่อนเริ่มเรียน,Morning
8:40:00 AM,อาบน้ำ,น้ำเย็น,สะอาด,Morning
8:40:00 AM,ทานข้าวเช้า,หิว,อิ่ม,Morning
8:45:00 AM,เก็บของที่โต๊ะทำงาน แล้วออกไปกินข้าวเช้า,,อิ่ม พร้อมเริ่มงาน,Morning
8:45:00 AM,เล่น Facebook,,อับเดทข่าวสาร,Morning
8:45:00 AM,ประชุมงานกับลูกน้องในทีม,ต้องเตรียมข้อมูลงานให้พร้อม ,สั่งงานให้ลูกน้องทำ แบ่งเบางานได้,Morning
8:45:00 AM,Coffee,Travel to have good coffee,,Morning
8:45:00 AM,ประชุมกับแผนก production,ยืนประชุม เมื่อยขา,ได้อัพเดตข้อมูลฝั่งการผลิต,Morning
8:45:00 AM,เตรียมตัวประชุมตอนเช้า,-,เตรียมเรื่องคุยกับลูกน้อง,Morning
8:50:00 AM,เตรียมพร้อมเริ่มเรียนวิชาแรก,ยังไม่ได้ทานข้าวเช้า หิว,ได้ที่นั่งพร้อมปลั๊กไฟ,Morning
8:50:00 AM,ขับรถไปทำงาน,เจอรถติดกับรถขับไม่มีมารยาท,ถึงที่บ้านไวเพราะไม่ต้องรอรถสาธารณะ ไม่เสียเวลา,Morning
8:50:00 AM,Have a tuna sandwich,,Get full stomuch,Morning
8:55:00 AM,รดน้ำต้นไม้,ต้นไม้จะเฉา,ต้นไม้เติบโต,Morning
9:00:00 AM,ไปซื้อข้าวเช้า และกินข้าวเช้า,ขี้เกียจไปซื้อ บางครั้งเจอนาย,อิ่มท้อง,Morning
9:00:00 AM,เริ่มทำงาน WFH,เบื่อ ,ไม่ต้องเดินทาง,Morning
9:00:00 AM,เปิด MS Team เช็คอินการทำงาน,ขี้เกียจ,ได้เงินเดือน,Morning
9:00:00 AM,กินอาหาเช้า,ต้องสั่ง Delivery,อิ่มท้อง,Morning
9:00:00 AM,เดินทางไปทำงาน,รถติดระหว่างเดินทาง,ถึงที่ทำงานก่อนเวลางาน,Morning
9:00:00 AM,Start working,,อับเดทงานรายวัน,Morning
9:00:00 AM,Start working,do the same things,Review things to do and had done,Morning
9:00:00 AM,ประชุมงาน online,,ไม่ต้องเสียเวลาเดินทาง,Morning
9:00:00 AM,Morning Talk,ลืม process ของงานและไม่ได้ update งานใหม่,ได้ปรึกษาจุดที่ติดขัดและได้สรุป workflow ทั้งหมดภายในทีม,Morning
9:00:00 AM,พักผ่อนนั่งดูทีวี คุยกับครอบครัว,พ่อแม่ถามเรื่องเกรด เรื่องเรียน,สนิทสนมใกล้ชิดกัน,Morning
9:00:00 AM,เริ่มเรียนออนไลน์,ยังง่วงนอนอยู่,ได้ความรู้ใหม่ ๆ,Morning
9:00:00 AM,Going out to work by walk,,To have office nearby is better by don't have to spend too much time on the road,Morning
9:00:00 AM,เรียนหนังสือ (online),,,Morning
9:00:00 AM,ประชุมงานกับหัวหน้าฝ่าย production,ง่วงนอน ,"ได้รู้ข้อมูลงานการผลิต
ได้อัพเดทงานที่ทำ
หาทางแก้ปัญหาที่เกิดขึ้น",Morning
9:00:00 AM,แต่งตัว,ขี้เกียจเลือกเสื้อผ้า,,Morning
9:00:00 AM,สั่งกาแฟผ่าน Food panda,ไม่มีเบเกอร์รี่จำหน่าย ผิดหวัง,ได้ส่วนลด และ 1 แถม 1,Morning
9:00:00 AM,สั่งกาแฟผ่าน Food panda,ไม่มีเบเกอร์รี่จำหน่าย ผิดหวัง,ได้ส่วนลด และ 1 แถม 1,Morning
9:00:00 AM,อาบน้ำ,หนาว,รู้สึกสะอาด สดชื่น,Morning
9:00:00 AM,เรียนการเล่น sup board เบื้องต้น,"ต้องรออีก 5 คนที่มา join group, 
กังวลว่าปฏิบัติจริงจะทำไม่ได้, กลัวตกน้ำ",ได้ความรู้ใหม่,Morning
9:00:00 AM,ถึง BTS สถานีปลายทาง,คนแน่น,กะเวลาได้,Morning
9:00:00 AM,ทำงาน,ขี้เกียจทำงาน,มีความสุขที่งานเสร็จ,Morning
9:00:00 AM,ทำงาน ,งานเยอะ ,งานเสร็จ ,Morning
9:00:00 AM,ถึงที่ทำงาน,ไม่อยากทำงาน,,Morning
9:00:00 AM,ทำงาน,เหนื่อย เบื่อ,งานเสร็จ,Morning
9:00:00 AM,ออกจากบ้าน,หัวหน้าให้ออกแม้WFH,แวะซื้อของระหว่างเดินทาง,Morning
9:00:00 AM,Team meeting,Always over time,,Morning
9:00:00 AM,Take a shower,,Cleaned,Morning
9:00:00 AM,ใช้ MS Team และ Line เป็นหลักในการทำงาน,"ปัญหาสัญญาณ Internet ไม่แรงพอ  การ call, meeting สะดุด
สิ่งแวดล้อมมีเสียงรบกวน  ขาดสมาธิในการทำงาน",การประชุมสามารถรองรับคนจำนวนได้มากขึ้นกว่าเดิม  จากเดิมที่ต้องหาห้องประชุมให้พอกับจำนวนคน,Morning
9:00:00 AM,เรียนวิชาแรก,แอร์ที่ร้านหนาวมาก,ได้ความรู้ ความคิดเห็นจากอาจารย์และเพื่อนร่วมห้อง ไม่เหงา สนุก,Morning
9:00:00 AM,Conference meeting,Very sleepy,,Morning
9:00:00 AM,เตรียมข้อมูลประชุมจากฝั่ง production ไปยังแผนกซ่อมบำรุง,จดข้อมูลเยอะ,มีข้อมูลไว้ประชุม,Morning
9:00:00 AM,ตื่นนอน,ไม่มีแสงแดดไม่สดชื่อน,ทันประชุมเช้าพอดี,Morning
9:00:00 AM,ตื่นนอน,ง่วงนอน ไม่สดชื่น,ได้ใช้ชีวิต,Morning
9:00:00 AM,Morning meeting,-,ได้รู้ข้อมูลสำคัญ,Morning
9:00:00 AM,Take online class,Headache,Get knowledge,Morning
9:00:00 AM,ทำงานประจำ monitor daily report,,ติดตามปัญหา,Morning
9:00:00 AM,ทำ Label ติดงาน,เดินไปถ่ายเอกสารไกล,ได้ทำป้ายชี้บ่งให้กับงานรู้ง่าย,Morning
9:00:00 AM,ถึงที่ทำงาน,ถ้ารถติดก็ถึงช้ากว่าปกติ,ถ้ารถไม่ติด มีเวลาซื้อของกินก่อนทำงาน,Morning
9:00:00 AM,อาบน้ำ ฟังเพลง,โทรศัพท์เข้าไปในห้องน้ำ เสี่ยงต่อความชื้น,สดชื่น สะอาด,Morning
9:05:00 AM,เปิดอีเมล์ ตอบเมล์ Support ลูกค้า,ขี้เกียจคุย โดนลูกค้าโวยวายใส่,ได้เงินเดือน,Morning
9:05:00 AM,Arrived office,,,Morning
9:05:00 AM,เปิดอีเมล์ ตอบอีเมล์,เบื่อกับอีเมล์ที่ไม่เกี่ยวข้อง,ไม่มี Inbox ค้าง,Morning
9:05:00 AM,ประชุมเช้า,สมองยังไม่ตื่น เบลอๆ,ลดงานที่น้องในทีมต้องถามเราลงได้จากการวาง priority,Morning
9:10:00 AM,เริ่มทำงาน เช็ค Email,Email ค้างเยอะ,,Morning
9:10:00 AM,"Work on SQL queries, Power BI",New issues come everyday,Learn something new to gain more knowledge,Morning
9:10:00 AM,ขึ้นรถไฟฟ้าไปทำงาน,บ้านไกลจากที่ทำงาน,ได้แวะระหว่างทางบ้าง,Morning
9:10:00 AM,ถึงที่ทำงาน เริ่มทำงาน,ถึงที่ทำงานสาย,ได้เจอได้คุยกับเพื่อนที่ทำงาน,Morning
9:15:00 AM,ถึงที่ทำงาน,คนรอเข้าตึกเยอะ,สาวๆให้ส่องเยอะ,Morning
9:15:00 AM,กินข้าวเช้า,ยังไม่หิว,ไม่ปวดท้อง,Morning
9:15:00 AM,ขึ้นรถเมล์ไปออฟฟิต,บางทีรอรถนาน,สะดวกและค่าโดยสารถูก,Morning
9:15:00 AM,อาบน้ำ,เข้าห้องน้ำนานจนลืมเวลา,รู้สึกสดชื่นพร้อมเริ่มต้นใช้เวลากับวันใหม่,Morning
9:15:00 AM,Breakfast,Less choices of restaurant,Not hungry,Morning
9:20:00 AM,Eat breakfast,I bored because of eating scramble egg and bread again,,Morning
9:30:00 AM,agile meeting กับ top 3 project,ประชุมบ่อยเกินไป (ทุกวัน) ไม่ค่อยมีไรอัพเดท,ได้รู้สเตตัสของโปรเจคในภาพรวม,Morning
9:30:00 AM,กินข้าวเช้า,หิว,อิ่ม,Morning
9:30:00 AM,Attend daily meeting remotely,,"Setting my own daily plan, keep the team posted on progress and issues",Morning
9:30:00 AM,ทำ Workshop ให้ลูกค้า,พูดเยอะ คิดเยอะ,ได้ความรู้ใหม่ๆ,Morning
9:30:00 AM,เริ่มทำงาน (work from home),แค่คิดก็เหนื่อย,ได้เคลียร์งาน,Morning
9:30:00 AM,เริ่มทำงาน,งานค้างยังไม่เสร็จ,งานเสร็จตาม requirement,Morning
9:30:00 AM,ล้างจาน,ขี้เกียจ,จานสะอาด,Morning
9:30:00 AM,เล่น sup board ,"แดดร้อนมาก, ลืมทากันแดด","พาย sup board สนุกมาก, ได้ลองอะไรใหม่ๆ, ทิวทัศน์สวยมาก",Morning
9:30:00 AM,เดินทางถึงออฟฟิต,แสกนนิ้วยาก บางทีไม่ติด,สบายใจไม่ถึงเลท,Morning
9:30:00 AM,เริ่มทำงาน,งานเยอะมาก,ได้ใช้ความรู้,Morning
9:30:00 AM,Clear emails & admin tasks,Email composition takes time,Notify to colleages and partners,Morning
9:30:00 AM,Order coffee on grab delivery,Lose focus at the meeting,feel happy,Morning
9:30:00 AM,เริ่มทำงาน WFH,Online skype สาย เป็นที่เพ่งเล็ง,Status online ทำให้คนอื่นดูว่าเราเข้างานตรงเวลา,Morning
9:30:00 AM,ทำงาน,-,-,Morning
9:30:00 AM,Start a work,Stressful job,Earn salary,Morning
9:30:00 AM,ทำงาน,ระบบล่มจะยุ่งหนักมาก,,Morning
9:30:00 AM,ออกไปร้านกาแฟ และอ่านหนังสือในร้านกาแฟ,เสียเวลาในการเดินทาง,ได้บรรยากาศที่ดี,Morning
9:35:00 AM,Read a book,,Today I read the story about how to do gardening ,Morning
9:40:00 AM,เดินทางไปทำงาน,ง่วงนอน,ถึงที่ทำงาน,Morning
9:40:00 AM,ถึงที่ทำงาน,กลัว covid-19,ได้เจอเพื่อนร่วมงาน,Morning
9:40:00 AM,ประชุมวางแผนการทำงานในวันนี้กับแผนกซ่อมบำรุง,วางแผนยาก เพราะเป็น immediate action,ได้จัด priority ของงาน,Morning
9:45:00 AM,ซื้อกาแฟ,ง่วงนอน,ตื่นตัวเมื่อได้ดื่มกาแฟ,Morning
9:45:00 AM,ไปกินกาแฟ,ไม่กินแล้วง่วงนอน ขี้เกียจทำงาน,สดชื่น ,Morning
10:00:00 AM,ประชุม,เครียด มีข้อถกเถียงไม่จบ,ได้ข้อสรุป,Morning
10:00:00 AM,เริ่ม Focus งาน,ชอบมีสายเข้ามา กวน,ได้ความคืบหน้าของงาน,Morning
10:00:00 AM,ประชุมผ่าน MS Team,,สามารถคุยกับทีมที่ต่างประเทศได้สะดวก,Morning
10:00:00 AM,สกรัมผ่าน MS Team,ได้งานเพิ่ม ,ได้แก้ไขปัญหา ได้แชร์งานที่ทำ,Morning
10:00:00 AM,เดินทางด้วย BTS ไปทำงาน,ราคาสูง,เดินทางสะดวกสบาย,Morning
10:00:00 AM,เริ่มงาน,ไม่มี Passive income,ได้เงินเดือนตอนปลายเดือน,Morning
10:00:00 AM,Work on SQL queries from home,Querying via VPN is much slower than from the office,To work anywhere using VPN is convenient,Morning
10:00:00 AM,เคลียร์งาน,เริ่มล้า เมื่อยนิ้ว+มือ,"ได้เคลียร์งาน,งานเสร็จ,มีงานส่ง",Morning
10:00:00 AM,กรรมการตรวจรับเครื่องมือ,เสียงติดคุก,มีเครื่องมือในการทำงานมากขึ้น,Morning
10:00:00 AM,เล่นกับแมว,หงุดหงิดเวลาแมวเอาเล็บมาขวน ดีดตัวหนี,สนุก เห็นความน่ารักของแมว,Morning
10:00:00 AM,เดินไปตู้เย็น กินขนม พร้อมกับเรียนหนังสือ  (online),"ต้องแยก ทำ 2 อย่างพร้อมๆ กัน กินไปด้วย เรียนไปด้วย
ไม่ค่อยมีสมาธิ",ได้ทำ 2 อย่างในเวลาเดียวกัน,Morning
10:00:00 AM,ทำรีพอต,ขี้เกียจทำ น่าเบื่อ,ทำงานเสร็จส่งทันกำหนด,Morning
10:00:00 AM,ประชุมนำเสนองาน,ได้รับผิดชอบงานเพิ่ม,ได้รับคำชมจากเจ้านาย,Morning
10:00:00 AM,ประชุมนำเสนองาน,ได้รับผิดชอบงานเพิ่ม,ได้รับคำชมจากเจ้านาย,Morning
10:00:00 AM,Meeting,หาข้อสรุปไม่ได้,ทุกคนมีความเข้าใจในทางเดียวกัน,Morning
10:00:00 AM,กินขนม,มีความอยากกิน ไม่ได้หิว,อร่อย,Morning
10:00:00 AM,ประชุมงาน,ยังไม่สามารถหาข้อสรุปได้,เริ่มมีทิศทางและแนวโน้มที่ดีขึ้น,Morning
10:00:00 AM,ประชุม,มี issue ต้องคุยกับทีมอื่น,ได้ทำความเข้าใจมากขึ้น,Morning
10:00:00 AM,Deal with customers,Customer cannot talk,More understanding to close sales,Morning
10:00:00 AM,go to GYM,Muscle pain,"more strength for my body, Healthier",Morning
10:00:00 AM,ทำงานตามแผนที่วางไว้,เหนื่อย,เริ่มจัดการงานตามแผน,Morning
10:00:00 AM,เริ่มงาน,เงียบเกินไป,ได้ focus ไปกับงาน,Morning
10:00:00 AM,กินข้าว,อาหารไม่อร่อย,รู้สึกอิ่มอยู่ท้อง,Morning
10:00:00 AM,ทำงานประจำ Generate report,,มีงานส่ง,Morning
10:00:00 AM,ตรวจสอบงานที่ลงตู้,ชอบมองข้ามงานบางงาน,ให้รับรู้ว่างานมาครบ,Morning
10:10:00 AM,Answer wrong quiz,cannot follow the lesson,,Morning
10:15:00 AM,ทำงานต่อ,กลัวงานไม่เสร็จ,ใช้เวลาให้คุ้มค่า ดูขยัน,Morning
10:30:00 AM,วิเคราะห์ สรุปเอกสาร Requirement,ขี้เกียจ คิดเยอะ ปวดสมอง,ได้เงินเดือน ได้เข้าใจ Business,Morning
10:30:00 AM,ถึงที่ทำงาน เริ่มทำงาน,,เป็นช่วงที่พร้อมทำงานที่สุด,Morning
10:30:00 AM,ไปรับ requirement ใหม่จาก user,output งานไม่ตรงกับความต้องการของ user,งานเสร็จได้ตรงเวลา ไม่ต้องแก้งานบ่อย,Morning
10:30:00 AM,Attend weekly team meeting,,Aligned team direction and update team on progress and issue,Morning
10:30:00 AM,กินกาแฟ,ง่วง,สดชื่น หายง่วง,Morning
10:30:00 AM,อัพรูปตอนเที่ยวลง facebook,อยากไปเที่ยว แต่ติดช่วง COVID ทำให้ไปไม่ได้,สบายใจ แก้เบื่อ,Morning
10:30:00 AM,พักเบรค กินแซนวิช,ไม่อิ่ม,ได้พัก 10 นาที,Morning
10:40:00 AM,ทำงาน,น่าเบื่อ,ได้เงิน,Morning
10:45:00 AM,พักเบรค หาอะไรรองท้อง,หิว ไม่มีพลังในการทำงาน,อิ่ม มีแรงในการทำงาน,Morning
11:00:00 AM,ทำงาน,เหนื่อย เบื่อ,งานเสร็จ,Morning
11:00:00 AM,ทำงานต่อ,งานยังไม่เสร็จ,งานเสร็จทันตามแผน,Morning
11:00:00 AM,meeting team (update sprint plan),เหนื่อย,"ได้ update งาน , ได้คุยกับทีม",Morning
11:00:00 AM,เรียนหนังสือ (online),,,Morning
11:00:00 AM,เข้าไลน์การผลิต เพื่อดูเครื่องจักร,เสียงดัง เมื่อยเพราะยืนทำงาน,ทดสอบเครื่องจักรและแก้ไขปัญหาได้ทันที,Morning
11:00:00 AM,ทำงาน,แก้งานจุดเดิมเพิ่ม,สนุกที่ได้ทำงานต่างๆ,Morning
11:00:00 AM,กลับถึงโรงแรม,,,Morning
11:00:00 AM,Solve and sourcing,A lot of products and services,A fit solution for budget and tech.,Morning
11:00:00 AM,เดินไปดูสภาพการทำงานของเครื่องจักร,ร้อน ฝุ่นเยอะ,ทราบสภาพการณ์ของเครื่องจักร,Morning
11:00:00 AM,ไปห้างสรรพสินค้า,เสียเวลาในการเดินทางและการหาที่จอดรถ,มีสินค้าให้เลือกเยอะ,Morning
11:15:00 AM,ทำงานที่ได้รับมอบหมาย,งานยังไม่เสร็จ,งานมี progress,Noon
11:15:00 AM,อาบน้ำ แต่งตัว แต่งหน้า,,,Noon
11:30:00 AM,กินข้าวเที่ยง,กินอะไรดี,เพื่อนช่วยคิดร้าน,Noon
11:30:00 AM,งีบหลับบนโซฟา,ง่วงนอน นอนไม่เต็มอิ่ม,พักผ่อน,Noon
11:30:00 AM,กินข้าวเที่ยง,คิดไม่ออกกินไรดี ของก็แพง แถมไม่อร่อย ที่สำคัญไม่อิ่ม,เติมพลังงานที่ต้องใช้ในชีวิตประจำวัน,Noon
11:30:00 AM,Having lunch,"- Must go to the cafeteria before 11.30 am unless the food is sold out.
- Tables and chairs are insufficient amounts.
- Sometimes still being full of breakfast or is not yet hungry, but we need to go for a lunch.","- relax from working 
- have time to walk and little exercise to the canteen",Noon
11:30:00 AM,Lunch time,Feeling bored with the same menu,,Noon
11:30:00 AM,พักเที่ยงกินข้าว,หิว,อิ่มท้อง,Noon
11:30:00 AM,ทานอาหารเที่ยงในห้างสรรพสินค้า,รอคิวนาน รออาหารนาน,เปลี่ยนบรรยากาศ,Noon
11:40:00 AM,สั่งข้าวกลางวัน,ค่าส่งแพง,ไม่ต้องเดินตากแดดลงไปกิน,Noon
11:45:00 AM,ดูทีวี,เสียเวลา ไม่ได้เรียนให้จบ,ได้ผ่อนคลาย,Noon
11:45:00 AM,ออกไปทานข้าวเที่ยง,"ขี้เกียจขับรถ, รถติด",รู้สึกผ่อนคลายเมื่อออกไปข้างนอก,Noon
12:00:00 PM,ออกไปกินข้าว,ขับรถออกไปกิน เปลืองน้ำมัน + แดดร้อน,กับข้าวอร่อยกว่าโรงอาหาร,Noon
12:00:00 PM,พักเบรคเที่ยง กินข้าว อ่านนิยาย 1 ตอน เช็คข่าวใน Social เล่นเกมส์ 1 รอบ,หิว ไม่มีพลังในการทำงาน เบื่อ,อิ่ม มีพลังในการทำงาน ได้พักคลายเครียดทำในสิ่งที่รู้สึกชอบ,Noon
12:00:00 PM,Have lunch nearby,Need to hurry but nearby restaurants are quite busy,Wider selection of foods,Noon
12:00:00 PM,ทานข้าวเที่ยง,หาเมนูยากเหลือเกิน,อิ่มท้อง,Noon
12:00:00 PM,เปิดตู้เย็น (หาอาหารทาน) พักเที่ยง,ไม่รู้นะกินอะไร,ได้เดินลงมาพัก,Noon
12:00:00 PM,Have lunch,"bored the same menu, and lazied to order food",gain energy,Noon
12:00:00 PM,กินข้าวกลางวันที่ทำงาน,คนเยอะ,ไม่ต้องเดินทางออกข้างนอก,Noon
12:00:00 PM,กินข้าวเที่ยง,คิดไม่ออก ไม่รู้จะกินอะไรดี,อิ่ม,Noon
12:00:00 PM,เลิกเรียน,เหนื่อยแล้ว หิวด้วย,ได้พัก,Noon
12:00:00 PM,Have lunch nearby,Have to drive and far sometimes depends on how far of selected restaurant,Wider selection of foods,Noon
12:00:00 PM,แต่งตัว,,,Noon
12:00:00 PM,กินข้าวกลางวันที่โรงอาหาร,น่าเบื่อ เมนูซ้ำซาก,ราคาไม่แพง ไม่ต้องออกไปข้างนอก,Noon
12:00:00 PM,รับประทานอาหารกลางวัน,อาหารไม่ถูกปาก,ที่ทำงานเลี้ยงข้าว อิ่มจัง ตังอยู่ครบ,Noon
12:00:00 PM,รับประทานอาหารกลางวัน,อาหารไม่ถูกปาก,ที่ทำงานเลี้ยงข้าว อิ่มจัง ตังอยู่ครบ,Noon
12:00:00 PM,ออกไปกินข้าว,มีแต่ร้านเดิมๆ,อิ่ม ได้คุยกับพี่ที่ทำงาน,Noon
12:00:00 PM,Check out ,,,Noon
12:00:00 PM,พักเที่ยง,คนแน่น,หายหิว,Noon
12:00:00 PM,กินข้าวกลางวันที่ออฟฟิศ,อาหารไม่อร่อย,ไม่ต้องเดินทาง,Noon
12:00:00 PM,ทานข้าวเที่ยง,หิว,อิ่ม,Noon
12:00:00 PM,กินข้าวเที่ยง,อยากกินบุฟเฟ่ แต่ไปกินไม่ได้เวลาน้อยไป,ท้องอิ่ม,Noon
12:00:00 PM,กินข้าวกลางวัน,มีแต่อาหารมันๆ,อิ่ม คลายเครียด,Noon
12:00:00 PM,Play ROV with friend,,Relax with the game,Noon
12:00:00 PM,กินอาหารกลางวัน,หิว,เม้ามอยด์กับทีม,Noon
12:00:00 PM,Lunch,Hot outside but wanna be outside,,Noon
12:00:00 PM,สั่งอาหารเที่ยงผ่าน Food panda,ไม่อยากออกไปซื้อเอง แถวที่ทำงานไม่มีร้านอร่อย อากาศร้อน กลัว COVID,ได้กินอาหารที่อยากกินทันพักเที่ยง,Noon
12:00:00 PM,Lunch time,,I'm full because of Pizza I bought from Italian Restaurant,Noon
12:00:00 PM,ออกไป ทานข้าวที่ cosmo bazaar,เสียเวลาเดินทางช่วงพักเที่ยง  แม้จะใช้เวลาแค่ 20 นาที  ,มีอาหารอร่อยๆให้เลือกเยอะ,Noon
12:00:00 PM,ทานข้าวเที่ยง,ร้านอาหารเยอะเลือกไม่ถูก,คนน้อยไม่ต้องรอนาน,Noon
12:00:00 PM,Lunch,Do not hungry but have to eat,filling,Noon
12:00:00 PM,ไปร้านกาแฟ กินกาแฟ,ง่วง,พักผ่อน,Noon
12:00:00 PM,กินอาหารกลางวัน,ไม่รู้จะกินอะไรดี,พักจากการทำงาน อิ่ม,Noon
12:00:00 PM,สั่งข้าว,ต้องรอ grab 30 นาที,มีเวลาดู port หุ้นต่างๆ,Noon
12:00:00 PM,กินข้าว,อาหารไม่อร่อย,รู้สึกอิ่มอยู่ท้อง,Noon
12:00:00 PM,Do homework,,Skill development,Noon
12:00:00 PM,กินข้าวเที่ยง,ง่วง,"อร่อย,สนุกกับการเลือกอาหาร",Noon
12:00:00 PM,พักเที่ยง,หิว,หายหิว,Noon
12:05:00 PM,เล่นหุ้น,Port 3 ประเทศคนละ timezone,มีเงินค่ากาแฟประจำวัน,Noon
12:10:00 PM,ออกไปหาอะไรกิน,ขี้เกียจออกไปข้างนอก,ได้รับอากาศดี ๆ,Noon
12:10:00 PM,เล่น ROV กับพี่ๆในทีม,หัวร้อน,The star ค้นฟ้าคว้าดาว !!,Noon
12:10:00 PM,ลงไปซื้อกาแฟ,บางวันถ้าไม่กิน ตอนบ่ายจะง่วง,,Noon
12:15:00 PM,กินต้มยำทะเลไข่เจียวกับข้าวเปล่า,กินอาหารอย่างเดียวไม่อิ่ม,อิ่มมากขึ้นเพราะเพิ่มไข่เจียว,Noon
12:15:00 PM,พูดคุยตามอัธยาศัยกับทีมงาน,เหนื่อย,สนุกสนาน,Noon
12:25:00 PM,คุยแลกเปลี่ยนกับคนในทีม,ตอนทำงานบางทีบรรยากาศตรึงเครียด,ได้ relax และพูดคุยนอกจากเรื่องงานกับคนในทีม,Noon
12:30:00 PM,ไปร้านกาแฟ,,เติมความหวานให้ชีวิต,Noon
12:30:00 PM,ออกไปสั่งอาหารตามสั่ง,"ร้อน,ฝุ่นเยอะ,ลำบาก","ได้กินอาหารอร่อย, อิ่มท้อง",Noon
12:30:00 PM,นั่งคุยกับเพื่อนร่วมงาน,อยากนอน,พักผ่อน สนุก คลายเครียด,Noon
12:30:00 PM,แอบงีบ,ที่นอนไม่ค่อยสบายเพราะนอนที่โต๊ะทำงาน,พักผ่อน,Noon
12:30:00 PM,แอบงีบ,ที่นอนไม่ค่อยสบายเพราะนอนที่โต๊ะทำงาน,พักผ่อน,Noon
12:30:00 PM,กลับมาทำงาน(ต่อ),ท้องอิ่มละง่วง,,Noon
12:30:00 PM,Continue working,Hard working to deal with plant member,,Noon
12:30:00 PM,หมดเวลาพัก กลับไปทำงานต่อ,หมดเวลาพักผ่อน,จัดการงานต่อ,Noon
12:30:00 PM,กินข้าว,ต้องลงไปเอาข้าวด้านล่าง,อิ่ม,Noon
